set,itemId,category,year,make,model,partNumber,outcome,base_status,final_status,errorIds,vcdbResolved,modelMatched,trimMatched,engineMatched,pairs,listingHasAces
"main","v1|395643215057|0","Lighting & Lamps","2017","Toyota","Yaris","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|297351702002|0","Ignition Systems & Components","2018","Hyundai","Sonata","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|395598235738|0","Ignition Systems & Components","2018","Hyundai","Sonata","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|188436417737|0","Air & Fuel Delivery","2014","Chevrolet","Traverse","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|198350712868|0","Air & Fuel Delivery","2014","Chevrolet","Traverse","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|366344387385|0","Exterior Parts & Accessories","2024","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|406634741446|0","Exterior Parts & Accessories","2024","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|336612517360|0","Exterior Parts & Accessories","2022","Chevrolet","Blazer","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","9","true"
"main","v1|116761229903|0","Exterior Parts & Accessories","2022","Chevrolet","Blazer","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","9","true"
"main","v1|157724815472|0","Exterior Parts & Accessories","2024","GMC","Sierra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|406372496010|0","Exterior Parts & Accessories","2024","GMC","Sierra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|206353952476|0","Exterior Parts & Accessories","2024","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|286144675250|0","Exterior Parts & Accessories","2024","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|356363878281|0","Exterior Parts & Accessories","2025","Subaru","Outback","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|147157150420|0","Exterior Parts & Accessories","2025","Subaru","Outback","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","7","true"
"main","v1|298399649927|0","Lighting & Lamps","2021","Jeep","Grand","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|147274947225|0","Lighting & Lamps","2021","Jeep","Grand","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|146394686615|0","Exterior Parts & Accessories","2024","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|286144675250|0","Exterior Parts & Accessories","2024","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|296675807112|594524324204","Exterior Parts & Accessories","2016","GMC","Sierra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|176478672857|0","Exterior Parts & Accessories","2016","GMC","Sierra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|297002170978|0","Interior Parts & Accessories","2019","Nissan","Murano","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|198488994517|0","Interior Parts & Accessories","2019","Nissan","Murano","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|205729598056|0","Sonstige","2020","Audi","A4","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|256017963886|0","Other Car & Truck Parts & Accessories","2020","Audi","A4","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","6","true"
"main","v1|358776346115|0","Exterior Parts & Accessories","2020","Kia","Forte","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","24","true"
"main","v1|398144432471|0","Exterior Parts & Accessories","2020","Kia","Forte","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","24","true"
"main","v1|188627251353|0","Exterior Parts & Accessories","2016","Honda","Odyssey","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|366530730866|0","Exterior Parts & Accessories","2016","Honda","Odyssey","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|257585152502|0","Exterior Parts & Accessories","2019","Chevrolet","Cruze","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","5","true"
"main","v1|327072959560|0","Exterior Parts & Accessories","2019","Chevrolet","Cruze","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","5","true"
"main","v1|206213724821|0","Interior Parts & Accessories","2023","Ford","F-150","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|366407092249|0","Interior Parts & Accessories","2023","Ford","F-150","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|256818645936|0","Exterior Parts & Accessories","2017","Honda","Accord","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|256818644720|0","Exterior Parts & Accessories","2017","Honda","Accord","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|407061476937|0","Other Antiques","2024","Chevrolet","Silverado","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|198491019781|0","Other Antiques","2024","Chevrolet","Silverado","","ERROR","ERR_404","ERR_404","11001","false","false","false","false","0","false"
"main","v1|198332975745|0","Advanced Driver Assistance Systems","2025","Honda","Passport","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|126967631009|0","Advanced Driver Assistance Systems","2025","Honda","Passport","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|157800542904|0","Brakes & Brake Parts","2017","Ford","Transit","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|157800867160|0","Brakes & Brake Parts","2017","Ford","Transit","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|376295031734|0","Exterior Parts & Accessories","2021","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|147091906906|0","Exterior Parts & Accessories","2021","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|236855616706|0","Exterior Parts & Accessories","2019","Lexus","RX","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|205056052441|0","Exterior Parts & Accessories","2019","Lexus","RX","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|177596825809|0","Exterior Parts & Accessories","2017","Ford","Transit","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|286274089972|0","Exterior Parts & Accessories","2017","Ford","Transit","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|277777007377|0","Steering & Suspension","2012","Toyota","Yaris","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|377313179467|0","Steering & Suspension","2012","Toyota","Yaris","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|287411955574|0","Lighting & Lamps","2016","Subaru","Outback","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|327197538199|0","Lighting & Lamps","2016","Subaru","Outback","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|297287404284|0","Lighting & Lamps","2017","Chevrolet","Camaro","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","10","true"
"main","v1|146723111620|0","Lighting & Lamps","2017","Chevrolet","Camaro","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","10","true"
"main","v1|204273179286|0","Exterior Parts & Accessories","2019","Subaru","Forester","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|389943600465|0","Exterior Parts & Accessories","2018","Tesla","Model 3","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|146369643743|0","Exterior Parts & Accessories","2018","Tesla","Model 3","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|325542570604|0","Every Other Thing","2021","Tesla","Model Y","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|325562671065|0","Every Other Thing","2021","Tesla","Model Y","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|298293087995|0","Exterior Parts & Accessories","2019","Dodge","Durango","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|365682518531|0","Exterior Parts & Accessories","2019","Dodge","Durango","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|206270594755|0","Exterior Parts & Accessories","2019","Subaru","Forester","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|147378410549|0","Exterior Parts & Accessories","2019","Subaru","Forester","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|316818138475|0","Steering & Suspension","2016","Chevrolet","Silverado","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|124626799006|0","Steering & Suspension","2016","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|376237234287|0","Exterior Parts & Accessories","2022","Kia","Sportage","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|236748638917|0","Exterior Parts & Accessories","2022","Kia","Sportage","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|277552825057|0","Exterior Parts & Accessories","2019","Subaru","Crosstrek","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","10","true"
"main","v1|136978702442|0","Exterior Parts & Accessories","2019","Subaru","Crosstrek","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","10","true"
"main","v1|227319409630|0","Advanced Driver Assistance Systems","2021","Nissan","Rogue","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|377246852985|0","Advanced Driver Assistance Systems","2021","Nissan","Rogue","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|405885025851|0","Exterior Parts & Accessories","2021","Infiniti","QX80","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|236155698567|0","Exterior Parts & Accessories","2021","Infiniti","QX80","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|174487991536|0","Exterior Parts & Accessories","2018","Toyota","Tacoma","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|372351196969|0","Exterior Parts & Accessories","2018","Toyota","Tacoma","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|407005147495|0","Exterior Parts & Accessories","2021","BMW","X3","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","24","true"
"main","v1|317744954643|0","Exterior Parts & Accessories","2021","BMW","X3","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","24","true"
"main","v1|405049902614|0","Exterior Parts & Accessories","2021","BMW","X3","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","24","true"
"main","v1|186511273564|0","Exterior Parts & Accessories","2021","BMW","X3","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","24","true"
"main","v1|166636244876|0","Lighting & Lamps","2017","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","30","true"
"main","v1|168391276966|0","Lighting & Lamps","2017","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","30","true"
"main","v1|227410022262|0","Engine Cooling Components","2020","Honda","CR-V","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|407036321802|0","Engine Cooling Components","2020","Honda","CR-V","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|188139660988|0","Exterior Parts & Accessories","2022","Acura","MDX","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|316443619032|0","Exterior Parts & Accessories","2022","Acura","MDX","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|305983678859|0","Engine Cooling Components","2025","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|305983688635|0","Engine Cooling Components","2025","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|800040342633|0","Exterior Parts & Accessories","2016","Kia","Optima","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|147400364598|0","Exterior Parts & Accessories","2016","Kia","Optima","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|377173165222|0","Interior Parts & Accessories","2019","Jeep","Grand","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|147116019859|0","Interior Parts & Accessories","2019","Jeep","Grand","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|318022371077|0","Exterior Parts & Accessories","2016","Kia","Optima","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","30","true"
"main","v1|327238620872|0","Exterior Parts & Accessories","2016","Kia","Optima","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","30","true"
"main","v1|137306178693|0","Air & Fuel Delivery","2020","GMC","Terrain","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|406672898587|0","Air & Fuel Delivery","2020","GMC","Terrain","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|324814615115|0","Exterior Parts & Accessories","2019","Ford","Explorer","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","9","true"
"main","v1|127898883243|0","Exterior Parts & Accessories","2019","Ford","Explorer","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","9","true"
"main","v1|198414104660|0","Exterior Parts & Accessories","2023","Hyundai","Elantra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|358692295838|0","Other Car & Truck Parts & Accessories","2023","Hyundai","Elantra","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|800055040200|0","HVAC & Refrigeration Valves","2011","Honda","Odyssey","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|272582266765|0","HVAC & Refrigeration Valves","2011","Honda","Odyssey","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|187223559717|0","Lighting & Lamps","2019","Chrysler","Pacifica","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|127834365635|0","Lighting & Lamps","2019","Chrysler","Pacifica","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|226491301508|0","Exterior Parts & Accessories","2016","Honda","Accord","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|356589902085|0","Exterior Parts & Accessories","2016","Honda","Accord","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|146943816480|0","Lighting & Lamps","2014","Infiniti","Q50","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|168420609404|0","Lighting & Lamps","2014","Infiniti","Q50","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|285138912680|0","Exterior Parts & Accessories","2017","Honda","CR-V","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|355820151074|624892107343","Exterior Parts & Accessories","2017","Honda","CR-V","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|406994543697|677190622347","Exterior Parts & Accessories","2016","Ford","F-150","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","20","true"
"main","v1|407055823939|0","Exterior Parts & Accessories","2016","Ford","F-150","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","20","true"
"main","v1|396962948003|0","Exterior Parts & Accessories","2023","Honda","Civic","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","18","true"
"main","v1|317326403733|0","Exterior Parts & Accessories","2023","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","18","true"
"main","v1|137192631012|0","Exterior Parts & Accessories","2020","Hyundai","Kona","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|144145579161|0","Exterior Parts & Accessories","2020","Hyundai","Kona","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|317428516527|0","Lighting & Lamps","2022","Chevrolet","Equinox","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|376815618392|0","Lighting & Lamps","2022","Chevrolet","Equinox","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|366473302353|0","Exterior Parts & Accessories","2024","Toyota","Corolla","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|407025615058|0","Exterior Parts & Accessories","2024","Toyota","Corolla","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|147427335154|0","Exterior Parts & Accessories","2022","Toyota","Camry","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|187711434607|0","Exterior Parts & Accessories","2022","Toyota","Camry","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|374398771316|0","Lighting & Lamps","2012","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|356636150182|0","Lighting & Lamps","2012","Chevrolet","Silverado","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|285054450093|0","Exterior Parts & Accessories","2021","Mazda","CX-5","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|376289056480|0","Exterior Parts & Accessories","2021","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|146373709258|0","Exterior Parts & Accessories","2021","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|800247495286|0","Push-Pull Golf Cart Parts","2019","GMC","Terrain","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|178085306778|0","Other Sensors","2019","GMC","Terrain","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|227187475398|0","Exterior Parts & Accessories","2023","Subaru","Outback","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|800042983367|0","Exterior Parts & Accessories","2023","Subaru","Outback","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|158073756462|0","Interior Parts & Accessories","2022","Kia","Forte","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|227374199381|0","Interior Parts & Accessories","2022","Kia","Forte","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","22","true"
"main","v1|187712557418|0","Air & Fuel Delivery","2024","Toyota","Corolla","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|187572501360|0","Air & Fuel Delivery","2024","Toyota","Corolla","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|287440878636|0","Exterior Parts & Accessories","2023","Hyundai","Elantra","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","18","true"
"main","v1|389567786613|0","Exterior Parts & Accessories","2023","Hyundai","Elantra","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","18","true"
"main","v1|404447255197|0","Exterior Parts & Accessories","2021","Toyota","RAV4","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|800070663063|0","Exterior Parts & Accessories","2021","Toyota","RAV4","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|227310623759|0","Exterior Parts & Accessories","2021","Tesla","Model Y","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|396614690189|0","Exterior Parts & Accessories","2021","Tesla","Model Y","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|126996773708|0","Air Conditioning & Heating","2013","Kia","Soul","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|407059658129|0","Cab Enclosures, Enclosure Parts & Glass Panels","2015","Toyota","Tacoma","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|155996752735|0","Exterior Parts & Accessories","2015","Toyota","Tacoma","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","14","true"
"main","v1|306706298104|0","Exterior Parts & Accessories","2020","Tesla","Model X","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|147259986644|0","Exterior Parts & Accessories","2020","Tesla","Model X","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|356508349276|0","Exterior Parts & Accessories","2017","Kia","Sportage","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","15","true"
"main","v1|326176185811|0","Exterior Parts & Accessories","2017","Kia","Sportage","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","15","true"
"main","v1|205726526825|0","Brakes & Brake Parts","2023","Hyundai","Elantra","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","18","true"
"main","v1|318453987150|0","Brakes & Brake Parts","2023","Hyundai","Elantra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|406972448504|0","Exterior Parts & Accessories","2021","Chevrolet","Equinox","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|358671570425|0","Exterior Parts & Accessories","2021","Chevrolet","Equinox","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|236925526621|0","Exterior Parts & Accessories","2024","Hyundai","Ioniq 5","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|206404456847|0","Exterior Parts & Accessories","2024","Hyundai","Ioniq 5","","UND_OUR_NORMALIZE_FAIL","UNDETERMINED","UNDETERMINED","11504","true","true","true","false","0","true"
"main","v1|397393686993|0","Exterior Parts & Accessories","2010","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","26","true"
"main","v1|277729955060|0","Exterior Parts & Accessories","2010","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","26","true"
"main","v1|168476516153|0","Exterior Parts & Accessories","2025","Honda","Civic","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|315394413213|0","Exterior Parts & Accessories","2025","Honda","Civic","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|406421759513|0","Exterior Parts & Accessories","2016","Kia","Optima","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|305633683759|0","Exterior Parts & Accessories","2016","Kia","Optima","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","30","true"
"main","v1|206257337795|0","Steering & Suspension","2017","Kia","Sportage","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","15","true"
"main","v1|358701215040|0","Steering & Suspension","2017","Kia","Sportage","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|267567839072|567384266350","Lighting & Lamps","2024","Toyota","Corolla","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|267695815127|0","Lighting & Lamps","2024","Toyota","Corolla","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|372318898918|0","Exterior Parts & Accessories","2014","Ford","Fusion","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","36","true"
"main","v1|324814636794|0","Exterior Parts & Accessories","2014","Ford","Fusion","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","36","true"
"main","v1|257398439991|0","Exterior Parts & Accessories","2015","Chevrolet","Malibu","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","6","true"
"main","v1|406532632892|0","Exterior Parts & Accessories","2015","Chevrolet","Malibu","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","6","true"
